iter	Accuracy	Logloss
223	0.7760095012	0.5949619639
224	0.7766033254	0.5942899513
225	0.7768408551	0.5939660666
226	0.7780285036	0.5933327499
227	0.7782660333	0.59303549
228	0.7786223278	0.5925742818
229	0.7783847981	0.5923205866
230	0.7805225653	0.5917371458
231	0.7798099762	0.5912973815
232	0.7819477435	0.5906110355
233	0.7806413302	0.5900433299
234	0.7812351544	0.5897233822
235	0.7815914489	0.5893687721
236	0.7814726841	0.5889997907
237	0.782304038	0.5885484595
238	0.7847980998	0.5880384813
239	0.785391924	0.5875140878
240	0.7856294537	0.5871891802
241	0.7863420428	0.5869310232
242	0.7864608076	0.5864710448
243	0.7872921615	0.5860074448
244	0.7874109264	0.5855511302
245	0.7877672209	0.5852546634
246	0.7888361045	0.5848547507
247	0.7889548694	0.5844909654
248	0.7901425178	0.5840614714
249	0.7902612827	0.5837167594
250	0.7912114014	0.5832205909
251	0.7916864608	0.5827606032
252	0.7920427553	0.5821724541
253	0.7940617577	0.5818079018
254	0.7948931116	0.5814116122
255	0.7952494062	0.5810141854
256	0.7957244656	0.5805886169
257	0.7951306413	0.5803491167
258	0.7951306413	0.5798158321
259	0.7954869359	0.5795537614
260	0.7967933492	0.5790200294
261	0.7976247031	0.5785852999
262	0.7986935867	0.578187595
263	0.798456057	0.5778212111
264	0.7991686461	0.577420491
265	0.8002375297	0.576998224
266	0.8004750594	0.5767856232
267	0.8002375297	0.5764787033
268	0.8014251781	0.5759718738
269	0.8027315914	0.5755729423
270	0.8032066508	0.575272351
271	0.803087886	0.5748011368
272	0.8039192399	0.574485431
273	0.8043942993	0.5741456275
274	0.8048693587	0.5737238662
275	0.8058194774	0.5733115777
276	0.8070071259	0.5727614534
277	0.8073634204	0.5723199063
278	0.8076009501	0.5719739013
279	0.8074821853	0.5715307574
280	0.8079572447	0.571008192
281	0.808432304	0.5705766898
282	0.8104513064	0.5700759562
283	0.8109263658	0.5693136257
284	0.8127078385	0.568734766
285	0.8134204276	0.5683375152
286	0.8135391924	0.5677416247
287	0.813064133	0.5673553395
288	0.8131828979	0.5669530702
289	0.8140142518	0.5665809062
290	0.8147268409	0.5661995798
291	0.8142517815	0.5658568688
292	0.8143705463	0.5655004413
293	0.8147268409	0.5651269426
294	0.8167458432	0.5647384299
295	0.8167458432	0.5644035058
296	0.8162707838	0.5639778696
297	0.8169833729	0.5634714639
298	0.8180522565	0.5631916076
299	0.8179334917	0.5629961322
300	0.8178147268	0.5626043589
301	0.8179334917	0.5621903006
302	0.8182897862	0.5617143592
303	0.8186460808	0.5612316495
304	0.8188836105	0.5608500558
305	0.8204275534	0.5605060988
306	0.8204275534	0.5600370095
307	0.8197149644	0.5596192131
308	0.8203087886	0.5594246405
309	0.820783848	0.5590745809
310	0.8209026128	0.5587595512
311	0.8210213777	0.5584011122
312	0.8213776722	0.5581324198
313	0.8218527316	0.5576228655
314	0.8225653207	0.5571990578
315	0.8241092637	0.5567366281
316	0.826128266	0.5563973545
317	0.827672209	0.5558409643
318	0.8268408551	0.5553720651
319	0.8271971496	0.5550826464
320	0.8267220903	0.5547516688
321	0.827672209	0.5542975889
322	0.8271971496	0.553883088
323	0.8277909739	0.5536363492
324	0.8277909739	0.5533144011
325	0.8282660333	0.5530960099
326	0.8279097387	0.5527393535
327	0.8283847981	0.5524030492
328	0.8283847981	0.5519801805
329	0.8288598575	0.5517276879
330	0.8294536817	0.5512947145
331	0.8293349169	0.5509487248
332	0.829216152	0.5504023857
333	0.8294536817	0.5501375821
334	0.8300475059	0.5496773878
335	0.8300475059	0.549374032
336	0.8304038005	0.5490462516
337	0.8306413302	0.5487667897
338	0.8308788599	0.5484939233
339	0.8315914489	0.5481514122
340	0.8308788599	0.5479078185
341	0.8314726841	0.547533064
342	0.8332541568	0.547129902
343	0.8334916865	0.546901549
344	0.8345605701	0.5465248098
345	0.8347980998	0.5462574831
346	0.8344418052	0.5457913362
347	0.8349168646	0.5453594182
348	0.8355106888	0.5448573035
349	0.8357482185	0.5444586133
350	0.8364608076	0.5440033036
351	0.8368171021	0.54380067
352	0.8370546318	0.5433609899
353	0.8382422803	0.5429280061
354	0.8377672209	0.542581057
355	0.8380047506	0.5421832524
356	0.8381235154	0.5419529125
357	0.83847981	0.5417437053
358	0.8382422803	0.5414311363
359	0.83847981	0.5411314081
360	0.8403800475	0.5408315618
361	0.8409738717	0.5403292594
362	0.8414489311	0.5399452633
363	0.8404988124	0.5396254328
364	0.8408551069	0.5393421162
365	0.8402612827	0.5390359121
366	0.8413301663	0.5386444221
367	0.8410926366	0.5382909149
368	0.8414489311	0.5379628366
369	0.8418052257	0.5377157827
370	0.8435866983	0.5373146364
371	0.8435866983	0.5369633178
372	0.8446555819	0.5363791379
373	0.8456057007	0.5361238035
374	0.8457244656	0.5357786961
375	0.8459619952	0.5354412907
376	0.8464370546	0.5349835266
377	0.8471496437	0.5346230857
378	0.8477434679	0.5342506155
379	0.8490498812	0.5338512448
380	0.8490498812	0.5335443699
381	0.8496437055	0.5331434817
382	0.8495249406	0.5328888142
383	0.8498812352	0.5325843717
384	0.8497624703	0.5322007706
385	0.8509501188	0.531780873
386	0.8517814727	0.5312327908
387	0.8523752969	0.5307827863
388	0.8521377672	0.5303160944
389	0.8509501188	0.5300195521
390	0.8510688836	0.5298150384
391	0.8507125891	0.5294967127
392	0.851543943	0.5290742905
393	0.8517814727	0.5288014114
394	0.8527315914	0.52828683
395	0.8523752969	0.5279476851
396	0.8540380048	0.5276045091
397	0.8534441805	0.527287601
398	0.8536817102	0.5269359288
399	0.8543942993	0.5264032312
400	0.8552256532	0.5260379617
401	0.8549881235	0.5255061584
402	0.8552256532	0.5252990192
403	0.8555819477	0.525092953
404	0.856175772	0.524768992
405	0.8570071259	0.5245607048
406	0.8566508314	0.524280577
407	0.8571258907	0.5238067321
408	0.8567695962	0.523547639
409	0.8572446556	0.5232135881
410	0.8574821853	0.5227565304
411	0.8571258907	0.5223591827
412	0.8574821853	0.5220797967
413	0.8576009501	0.5216642102
414	0.8576009501	0.5214765718
415	0.8578384798	0.5211337962
416	0.8586698337	0.5208533635
417	0.8583135392	0.5205830038
418	0.859263658	0.5201998781
419	0.8595011876	0.5200199048
420	0.8593824228	0.5196484389
421	0.859976247	0.5194327991
422	0.8597387173	0.5190674575
423	0.8604513064	0.5186913784
424	0.8605700713	0.5183812087
425	0.86152019	0.5179682945
426	0.8612826603	0.5176792432
427	0.86152019	0.5174161096
428	0.8621140143	0.5170542751
429	0.8623515439	0.5166465518
430	0.8621140143	0.5161206978
431	0.8625890736	0.5157844443
432	0.8624703088	0.515388827
433	0.8619952494	0.5152305265
434	0.8623515439	0.5148644372
435	0.863064133	0.5145877789
436	0.863064133	0.5144843478
437	0.863064133	0.5142450559
438	0.8642517815	0.5139863587
439	0.8644893112	0.5135790219
440	0.8649643705	0.5132935792
441	0.8653206651	0.5128230787
442	0.8652019002	0.5124460964
443	0.8660332542	0.5121539457
444	0.8667458432	0.5118465734
445	0.8668646081	0.5115289404
446	0.8667458432	0.5112961958
447	0.8671021378	0.5109931953
448	0.8678147268	0.5107116266
449	0.8675771971	0.5104214355
450	0.8687648456	0.5099252704
451	0.8688836105	0.509397985
452	0.8703087886	0.5089121094
453	0.8701900238	0.5086611526
454	0.8704275534	0.5082677223
455	0.8712589074	0.5080375374
456	0.8717339667	0.507825206
457	0.8718527316	0.5075719751
458	0.870783848	0.5071283272
459	0.8713776722	0.5069542554
460	0.8716152019	0.5066648123
461	0.8725653207	0.5061398287
462	0.8720902613	0.5058685558
463	0.872327791	0.5056316343
464	0.8725653207	0.5053132268
465	0.872327791	0.504997525
466	0.8726840855	0.5046193545
467	0.8735154394	0.5043442673
468	0.8732779097	0.5038878294
469	0.873871734	0.5035196528
470	0.8747030879	0.5032296225
471	0.8748218527	0.5029162524
472	0.8751781473	0.5026334552
473	0.8762470309	0.5023416546
474	0.8760095012	0.5020137322
475	0.8760095012	0.5016017953
476	0.8770783848	0.5012201234
477	0.8766033254	0.501017305
478	0.8767220903	0.5007691123
479	0.8779097387	0.5003748046
480	0.8782660333	0.5002318762
481	0.8775534442	0.4999969484
482	0.8782660333	0.4995800175
483	0.8800475059	0.4991566592
484	0.8804038005	0.4988477479
485	0.8800475059	0.4985771808
486	0.8800475059	0.4983666636
487	0.8804038005	0.4979817623
488	0.880760095	0.4977180146
489	0.8814726841	0.4973489588
490	0.8826603325	0.4970169688
491	0.8819477435	0.4965658217
492	0.882304038	0.496354804
493	0.8824228029	0.496158983
494	0.8828978622	0.4959536461
495	0.8831353919	0.4956613296
496	0.8832541568	0.495344085
497	0.8836104513	0.4951109822
498	0.8834916865	0.4948694744
499	0.8839667458	0.4944973212
500	0.8844418052	0.4941414015
501	0.8846793349	0.4939596569
502	0.8849168646	0.4936454403
503	0.8859857482	0.4932762558
504	0.8862232779	0.4930920732
505	0.8862232779	0.4927164318
506	0.8863420428	0.4924682688
507	0.8868171021	0.4920303104
508	0.8871733967	0.4917581577
509	0.8874109264	0.4915292925
510	0.8874109264	0.4914059129
511	0.886935867	0.4909801467
512	0.8878859857	0.4907049013
513	0.8875296912	0.4903407254
514	0.8870546318	0.4899963173
515	0.8871733967	0.4896591913
516	0.8871733967	0.4891944929
517	0.8878859857	0.488893294
518	0.8881235154	0.4886252941
519	0.8878859857	0.488359531
520	0.8882422803	0.4881388738
521	0.8885985748	0.4878567654
522	0.8889548694	0.4876506386
523	0.8889548694	0.4874750148
524	0.8893111639	0.4872196059
525	0.8893111639	0.4869355044
526	0.890023753	0.4865995055
527	0.8897862233	0.4862825349
528	0.8895486936	0.4859141776
529	0.8895486936	0.4856941114
530	0.8899049881	0.4854384718
531	0.8897862233	0.4852385792
532	0.8902612827	0.4849659115
533	0.890023753	0.4846259578
534	0.8904988124	0.4842512243
535	0.8918052257	0.4836509056
536	0.8919239905	0.483334582
537	0.8927553444	0.4830082243
538	0.8929928741	0.4828147015
539	0.8929928741	0.4825287249
540	0.8932304038	0.4823199467
541	0.8933491686	0.482089078
542	0.8929928741	0.4819323246
543	0.8948931116	0.481632961
544	0.8947743468	0.4813454896
545	0.8945368171	0.4811222984
546	0.8950118765	0.4807083333
547	0.8946555819	0.4805244714
548	0.8944180523	0.4802106046
549	0.8944180523	0.4800095869
550	0.895368171	0.479655825
551	0.8956057007	0.4792052382
552	0.8964370546	0.4788429324
553	0.8972684086	0.4786148035
554	0.896912114	0.4781518536
555	0.8970308789	0.4778661963
556	0.8971496437	0.4775898723
557	0.8979809976	0.4772926262
558	0.8983372922	0.4769028784
559	0.8991686461	0.476621645
560	0.8998812352	0.4762565086
561	0.9001187648	0.4759095929
562	0.8998812352	0.4756271101
563	0.9008313539	0.4753315453
564	0.9008313539	0.4750999024
565	0.9008313539	0.4748823237
566	0.9013064133	0.4745507958
567	0.9011876485	0.4742278615
568	0.9007125891	0.4740221256
569	0.9014251781	0.4737692159
570	0.9014251781	0.4734387497
571	0.9027315914	0.4730988729
572	0.9020190024	0.4728179614
573	0.9029691211	0.4724570479
574	0.9040380048	0.4720338722
575	0.9039192399	0.4718206185
576	0.9040380048	0.4716824133
577	0.9048693587	0.4713255126
578	0.9053444181	0.4709593242
579	0.9053444181	0.4707188519
580	0.9071258907	0.4702498
581	0.9067695962	0.4698854213
582	0.9078384798	0.4695376393
583	0.9076009501	0.4692143875
584	0.9074821853	0.4691173214
585	0.9081947743	0.4688764884
586	0.9083135392	0.468489643
587	0.9083135392	0.4682844943
588	0.9083135392	0.4679570584
589	0.9085510689	0.4677547116
590	0.907719715	0.4675248338
591	0.9072446556	0.4671986986
592	0.908432304	0.4668911317
593	0.9091448931	0.4665231433
594	0.9090261283	0.4663016571
595	0.909263658	0.4660472383
596	0.9097387173	0.4658123511
597	0.9096199525	0.4656478302
598	0.9093824228	0.4654473614
599	0.9103325416	0.4651893159
600	0.9102137767	0.4649634536
601	0.9103325416	0.4646672737
602	0.9102137767	0.4643865708
603	0.9109263658	0.4640035284
604	0.9105700713	0.4638409854
605	0.9109263658	0.4636353481
606	0.9117577197	0.4633318607
607	0.9116389549	0.4630192013
608	0.9110451306	0.4627200962
609	0.9114014252	0.4623294584
610	0.9110451306	0.4620452429
611	0.9121140143	0.4617304917
612	0.9123515439	0.461515826
613	0.9123515439	0.4613388819
614	0.9123515439	0.4610339918
615	0.9127078385	0.4607541349
616	0.9127078385	0.4604995166
617	0.9129453682	0.4602747453
618	0.9128266033	0.4598896478
619	0.9133016627	0.4596475416
620	0.9133016627	0.4593862879
621	0.9136579572	0.4591665993
622	0.9141330166	0.4589953654
623	0.9142517815	0.4587086987
624	0.9149643705	0.4583222649
625	0.9143705463	0.4579702725
626	0.914608076	0.4578497575
627	0.914608076	0.4575993203
628	0.9143705463	0.4573568863
629	0.9152019002	0.4571673392
630	0.9147268409	0.4567776666
631	0.9148456057	0.4565655755
632	0.9150831354	0.4562361746
633	0.9154394299	0.4559333089
634	0.9155581948	0.4556042884
635	0.9159144893	0.4553639811
636	0.9159144893	0.4551507643
637	0.9160332542	0.4548345691
638	0.9153206651	0.4544226346
639	0.9163895487	0.454171319
640	0.9166270784	0.4538701951
641	0.9169833729	0.4536024811
642	0.9165083135	0.4533173459
643	0.9166270784	0.4531232566
644	0.9169833729	0.4528466801
645	0.917695962	0.4526394313
646	0.9175771971	0.4524828119
647	0.9180522565	0.4522473187
648	0.9187648456	0.4518912723
649	0.9186460808	0.4517676154
650	0.9180522565	0.4515614243
651	0.9180522565	0.4513812901
652	0.9184085511	0.4511229649
653	0.9187648456	0.4508278568
654	0.9187648456	0.4505880892
655	0.9195961995	0.4503457447
656	0.919239905	0.4501623242
657	0.9191211401	0.4499323604
658	0.9193586698	0.4495528505
659	0.9194774347	0.4494309879
660	0.9200712589	0.4491611685
661	0.920783848	0.4488888861
662	0.9203087886	0.4486263219
663	0.920783848	0.4483933163
664	0.9205463183	0.4482328065
665	0.9204275534	0.4480122214
666	0.9203087886	0.4475109665
667	0.9200712589	0.4472966949
668	0.9204275534	0.4470349652
669	0.9210213777	0.4468113755
670	0.9210213777	0.446580168
671	0.9211401425	0.4463037614
672	0.9211401425	0.4459861686
673	0.9225653207	0.4456234428
674	0.9228028504	0.4453582463
675	0.9229216152	0.4451980124
676	0.9228028504	0.4449213965
677	0.9231591449	0.4445398457
678	0.9233966746	0.4443285202
679	0.9231591449	0.4439876635
680	0.92304038	0.4437849108
681	0.9231591449	0.4434966745
682	0.922327791	0.4432335543
683	0.9233966746	0.4430202824
684	0.9236342043	0.4427223687
685	0.9242280285	0.4425004845
686	0.924584323	0.4422484518
687	0.924584323	0.4419833246
688	0.9242280285	0.4417357911
689	0.9243467933	0.4414482204
690	0.9241092637	0.4412109904
691	0.924584323	0.4409919618
692	0.9243467933	0.4408344193
693	0.9249406176	0.4405024273
694	0.9247030879	0.4403121284
695	0.9250593824	0.4399584025
696	0.9250593824	0.4397367539
697	0.9249406176	0.4394502444
698	0.9258907363	0.4392347897
699	0.9255344418	0.4390297511
700	0.9257719715	0.4388999642
701	0.926128266	0.4385861713
702	0.9258907363	0.4382911592
703	0.926128266	0.4381440177
704	0.926128266	0.437813443
705	0.9270783848	0.4375837406
706	0.9271971496	0.4372648954
707	0.9274346793	0.437044926
708	0.9279097387	0.4368315467
709	0.927672209	0.4366498522
710	0.9280285036	0.4364165114
711	0.9273159145	0.4361420951
712	0.9279097387	0.4359819422
713	0.9286223278	0.435659426
714	0.9290973872	0.4353839286
715	0.9289786223	0.435197238
716	0.929216152	0.4349565147
717	0.9290973872	0.4347170243
718	0.9290973872	0.4343689297
719	0.9290973872	0.4340315689
720	0.9295724466	0.4338370288
721	0.9294536817	0.4335531853
722	0.9296912114	0.4334127356
723	0.9294536817	0.4332779335
724	0.9299287411	0.4330753141
725	0.9295724466	0.4327487263
726	0.9304038005	0.4324554287
727	0.9305225653	0.4322358061
728	0.9304038005	0.4320570565
729	0.9306413302	0.4318584067
730	0.9305225653	0.4316372968
731	0.930760095	0.4313466109
732	0.9309976247	0.4310928692
733	0.9309976247	0.4307432507
734	0.9313539192	0.4304175894
735	0.9312351544	0.430130072
736	0.9319477435	0.4298402604
737	0.9327790974	0.4294929612
738	0.9330166271	0.4291640326
739	0.9333729216	0.4290121703
740	0.9333729216	0.4288813184
741	0.9333729216	0.4287312923
742	0.9337292162	0.42859471
743	0.9331353919	0.4283245646
744	0.9331353919	0.4281633182
745	0.9330166271	0.4279966585
746	0.9325415677	0.4277939178
747	0.9325415677	0.4276415296
748	0.932304038	0.4274253747
749	0.9321852732	0.4271337502
750	0.9325415677	0.4267768891
751	0.9328978622	0.4264756941
752	0.9331353919	0.4262625073
753	0.9330166271	0.4259611619
754	0.9326603325	0.4256855135
755	0.9328978622	0.4254685877
756	0.9328978622	0.4251891176
757	0.9336104513	0.4247955243
758	0.9333729216	0.4245787855
759	0.9332541568	0.4243671099
760	0.9332541568	0.4241323989
761	0.9332541568	0.4239336809
762	0.9336104513	0.4235401928
763	0.9334916865	0.4232221706
764	0.9336104513	0.4229564955
765	0.933847981	0.4227125382
766	0.9340855107	0.4223759728
767	0.9344418052	0.4219955185
768	0.9345605701	0.4218696934
769	0.9345605701	0.4216994195
770	0.9343230404	0.4212423643
771	0.9346793349	0.4209731713
772	0.9346793349	0.4208594894
773	0.9347980998	0.4206577149
774	0.9349168646	0.4204875723
775	0.9350356295	0.4201884629
776	0.9352731591	0.420008015
777	0.9361045131	0.4197511095
778	0.9359857482	0.4195255597
779	0.9358669834	0.4192602233
780	0.9361045131	0.4190539409
781	0.9364608076	0.4188123733
782	0.9368171021	0.4184353227
783	0.9375296912	0.4182306105
784	0.9371733967	0.4181004574
785	0.9370546318	0.4178289563
786	0.9374109264	0.4175687748
787	0.9372921615	0.4173588814
788	0.9371733967	0.4170971147
789	0.9372921615	0.4169739091
790	0.9375296912	0.4167735531
791	0.9378859857	0.4164341759
792	0.9378859857	0.4162480066
793	0.9381235154	0.4159574143
794	0.93847981	0.4158115884
795	0.9381235154	0.4155230924
796	0.9387173397	0.4153893803
797	0.9388361045	0.4152069077
798	0.9388361045	0.4150898216
799	0.9393111639	0.4147706244
800	0.9394299287	0.4145826645
801	0.940023753	0.4143374405
802	0.9395486936	0.4141466896
803	0.940023753	0.4139631749
804	0.940023753	0.4137050686
805	0.9402612827	0.4133575446
806	0.9401425178	0.4131902613
807	0.9399049881	0.412972516
808	0.9396674584	0.4127759591
809	0.9399049881	0.4125729507
810	0.9397862233	0.4124022717
811	0.940023753	0.4121365091
812	0.940023753	0.4119479345
813	0.940023753	0.4117650429
814	0.9399049881	0.4115310794
815	0.940023753	0.4112889351
816	0.9397862233	0.4110130538
817	0.9399049881	0.410853179
818	0.9401425178	0.4106625931
819	0.940736342	0.410359763
820	0.940736342	0.4100621717
821	0.9409738717	0.4098641708
822	0.9410926366	0.4095321548
823	0.9413301663	0.4093984245
824	0.9413301663	0.4090520455
825	0.9414489311	0.4087166761
826	0.9419239905	0.4084043376
827	0.9419239905	0.4081346996
828	0.9420427553	0.4078622405
829	0.9420427553	0.4075670635
830	0.9421615202	0.4072295789
831	0.9423990499	0.4071004934
832	0.9425178147	0.4068216776
833	0.9423990499	0.4065973884
834	0.9428741093	0.4064157158
835	0.9433491686	0.4062572894
836	0.9440617577	0.4059854387
837	0.9446555819	0.4056796227
838	0.9448931116	0.4053956907
839	0.9451306413	0.4051331913
840	0.9450118765	0.4048996125
841	0.9456057007	0.4045388849
842	0.945368171	0.4042936426
843	0.9457244656	0.4040900347
844	0.9457244656	0.4039170518
845	0.9452494062	0.4037230917
846	0.9456057007	0.4033764481
847	0.9458432304	0.403111141
848	0.9458432304	0.402905099
849	0.9458432304	0.4027826347
850	0.9461995249	0.4024431655
851	0.9461995249	0.402298573
852	0.9465558195	0.4020550106
853	0.9472684086	0.4017134137
854	0.9475059382	0.4014602911
855	0.9471496437	0.4011797494
856	0.9467933492	0.4010050803
857	0.9471496437	0.4007651263
858	0.946912114	0.4005317886
859	0.9467933492	0.4002521121
860	0.946912114	0.3999988312
861	0.9466745843	0.3998578201
862	0.946912114	0.3995716933
863	0.9471496437	0.3993977141
864	0.9472684086	0.3991579681
865	0.9473871734	0.3990102401
866	0.9477434679	0.3986951823
867	0.9479809976	0.3985150646
868	0.9477434679	0.3982010383
869	0.9475059382	0.3980616472
870	0.9479809976	0.3978895983
871	0.9478622328	0.3977265166
872	0.9478622328	0.3975550128
873	0.9479809976	0.3972117367
874	0.9476247031	0.3970769482
875	0.9473871734	0.3968795235
876	0.9482185273	0.396477914
877	0.9486935867	0.3962361846
878	0.9489311164	0.396019713
879	0.9495249406	0.3957667302
880	0.9494061758	0.3955823368
881	0.9492874109	0.3953261025
882	0.9496437055	0.3949689595
883	0.95	0.3948706421
